Nama_Pengguna,Tanggal,Rating,Komentar,Balasan_Developer,Jumlah_Like
Diva Negara,2024-11-19,5,"Sangat Membantu dan menambah pengetahuan, buat yg kasih ulasan yg kurang baik coba kalian belajar memahami informasi dengan baik pasti bakal malu udh kasih ulasan kurang baik di sini.",,1
Jujun Junaedi,2024-11-19,5,🥲,,0
Iin Kur,2024-11-19,5,Informasi yg akurat semua sesuai angka dan fakta yg ada,,0
-Ravi Gravian -,2024-11-19,5,bantu banget,,0
Muhammad Syafiq,2024-11-19,5,"Keren, yang ngk keren negaranya cuakssss",,1
firman hidayatulloh31,2024-11-19,5,worthy of appreciation,,0
Rizqi Ramadani,2024-11-19,5,Makasih banyak ya ncek prof Ini sangat membantu banget Makasih banyak ya🤗,,1
Muhammad Ayisha,2024-11-19,5,"Sangat bermanfaat aplikasi nya dan Margin Call, semoga menjadi manfaat bagi yang mengikuti nya.",,0
Soeperemane Soeperemane,2024-11-19,5,BINGOO,,0
Almiftah Falah,2024-11-19,4,"Overall bagus buat saya (gatau buat yg lain) buat news nya juga update,, Cuma harus lebih di tingkatkn lgi,, buat kolom search juga supaya pas kita pengen nyari topik yg dicari langsung muncul ga kemana mana dulu",,0
Muhammad Kenzo,2024-11-19,1,Tidak bisa di akses,,1
MUH. ZIKRILLAH MAKRIP,2024-11-19,5,"Bismillah, semoga suatu saat saya memiliki akses masuk aplikasi ini. Aamiin",,0
Anime Mania,2024-11-19,5,Melalui margin call saya sangat terbantu karena sui naik sekitar 30 persen.... Thank u Akademi Crypto,,1
GO LEMON,2024-11-19,5,Mantap Ncek Informasi Nya Daging Semua Informasi Cepat Thanks Ncek Sudah Membuat Aplikasi Bermanfaat Seperti Ini 👍,,1
M. IKMAL AKBAR,2024-11-19,5,Thanks ncek,,0
Benhur benhur,2024-11-19,5,Informasi adalah hal yang sangat berharga untuk kita selalu berkembang dan maju selangkah,,1
andika esali,2024-11-19,5,Inovasi informasi pertama di Indonesia,,0
Doni Wns,2024-11-19,5,Aplikasinya sangat bermanfaat dan informasi bisa mengubah menjadi tindakan untuk mengambil keputusan investasi di aset Crypto yang membuahkan hasil keuntungan..thanks Timothy Ronald dan Prof. Kalimasada dan semua timnya sudah membuat aplikasi Akademi Crypto...Sukses selalu buat kalian semua 🤲🤲🤲,,1
viky ananda,2024-11-19,5,Mantap Banget Apk nya,,0
feby helsanti,2024-11-19,5,"Aplikasi bagus setara terminal bloomberg, informasi sangat lengkap",,1
Serba-Serbi Dunia,2024-11-19,5,Top,,0
Rio Anton prayoga,2024-11-19,5,"Untuk aplikasinya sangat bagus,dan berita harian dari akademi crypto sangat tepat waktu dan sangat membantu buat saya membaca berita harian terkini.semoga makin ke depannya lebih bagus",,1
Given,2024-11-19,5,Gua yang gratisan ga mampu bayar aja berasa perubahan sejak ada AC makasih Timothy dan prof kaka,,1
Victor Tanuwijaya,2024-11-19,5,aplikasi nya bagus...mungkin bisa ditambahkan fitur push notification dan untuk trade idea kalo bisa dikelompokan dalam 1 bagian...jadi gampang cari nya,,1
Rizqan Ababil,2024-11-19,5,AC memang aplikasi terbaik di dunia fix 1000%,,1
Tirta Gemelar,2024-11-19,5,Saya kalau dikasih opsi bintang 10 saya akan klik itu bintang. Aplikasi edukasi crypto pertama dan terbaik ❤️ yang pernah aku rasa,,1
MOBILE LEGENDS,2024-11-19,5,sangat membantu bagi investor crypto pemula maupun ahli yg ingin mendapatkan research dan juga data terbaik,,1
Hussein Official,2024-11-19,5,Sangat bermanfaat bagi yang berfikir,,0
Ahnad Rifai,2024-11-19,5,Terimakasih AC🙏,,0
Eki Ibrahim,2024-11-19,5,Mantap ncek,,0
Rifky The Darta,2024-11-19,5,the best ni app Koko walau pun gw belum daftar buat member AC tapi lewat MC yang Koko Adain udah dapat banyak informasi apalagi kalo sudah daftar pasti lebih banyak info yang bisa di dapatkan,,1
GamerZ Studio,2024-11-19,5,best app ever,,0
LDR97 Bengkel,2024-11-19,5,Mantaap sangat bermanfaat,,0
dimas mulya,2024-11-19,5,Smooth,,0
Agus Gunawan,2024-11-19,5,MANTAP,,0
Reynaldy addis,2024-11-19,5,semua ada disini dan update,,0
Muhammad Fabian,2024-11-19,5,"Informasi sangat kritikal, yg komen2 bad jangan dipercaya mereka punya duit buat joinnya aja kaga punya",,0
Sebastian Hutomo,2024-11-19,1,Gw seh ogah join grup privat ac🤭,,0
markiano situmorang,2024-11-19,1,Apk sampah,,1
Thobias,2024-11-19,1,Tau kan kenapa rating nya ampas? 🤫,,1
Akira Shalsa,2024-11-19,5,Kualitas jauh lebih bagus dari penyampaian materi ketika di discord. Terima kasih sudah memberikan informasi yang terbaik.,,1
Yere yere yere yere yere,2024-11-18,5,Nice apps,,0
Fancy OnlineShop,2024-11-18,5,Langsung dibuat bisa zoom gmbar n geser kiri kanan. Benar2 baca komen. Walau masi belum biasa di banding discord. Tapi tetap di apresiasi krn emang gercep team AC.,,0
Chanel Pendidikan,2024-11-18,1,"Gw ikut seminar juga bayar tapi gatau nya rugi gw, gw pikir pikir masyarakat harus berubah kalo semua main crypto ekonomi ga jalan, lu beli mclaren buat marketing doang kan biar kena emosi nya.. Maaf demi bangsa inj",,6
Geby Putri,2024-11-18,5,"Buat pemula yang baru belajar trading crypto tapi masih bingung mau belajar darimana, mending download apk AC ini deh , yang mau sukses didunia trading kaya bang timothy ronald, apk ini rekomend sekali buat belajar trading crypto, soalnya dikasih edukasi juga tentang apa itu crypto dan sejenisnya jadi kita yang pemula jadi banyak pengetahuan tentang dunia trading",,22
Wulandari,2024-11-18,5,"Apk AC ini rekomend sekali guys buat kita kalo masih pemula tapi bingung mau mulai dari mana buat belajar trading crypto, disini kita tuh dikasih edukasi seputar crypto, jadi kita ga bingung soalnya diakademi crypto kalimasada ini diajarin dari awal, fiturnya simple gabakalan bikin bingung kita sebagai user pemula, kalo belajar trading cryptonya serius bisa jadi nanti sesukses bang timothy ronald, wajib download apk nyaa si, auto bintang 5",,4
Babang Nas,2024-11-18,5,Aplikasi nyh bagus banggat mudah di mengerti sangat cocok untung orang yg baru belajar tentang Cripto,,3
Daffawahib_,2024-11-18,1,"jangan dibeli,jngn percaya, bnyk yg lebih hebat dr org ini asal kalian tau",,9
Aliyudin Ahaha,2024-11-18,1,Pasang limit sell member AC ( non contra) Di harga 5jt beli dlu 15 JT masih sampe Maret 2026 bisa nego.. ga kepake soalnya j Ga guna sama sekali.. bisa nego,,6
Tumbal Tum,2024-11-18,5,Kursus yang sangat bermanfaat bagi pemula yang mau belajar crypto,,0
Foursquare,2024-11-18,1,"Berikan opsi refund, kelas ngga berguna",,12
yudd X gans,2024-11-18,5,Saya belajar crypto diaplikasi ini sangat membantu,,2
Idaman Ndraha,2024-11-18,5,Sangat disarankan sih kalo mau belajar crypto sangat cocok untuk pemula,,3
Roy Siregardzz,2024-11-18,5,Edukasi crypto yg singkat padat dan jelas,,0
zidan mulya,2024-11-18,5,aplikasi yang cocok buat pemula seperti saya yang ingin belajar crypto,,0
Angga Ambara,2024-11-18,5,Mantap,,0
Akhyar Ramadan10,2024-11-18,1,Calls yang dikasi di margin call sama di dalam jauh lebih baik di margin karena gak jelas semua call2 yang didalam,,14
Rangga Al zakri saputra,2024-11-18,1,Mening duit nya buat ikutin orang2 yang lebih pengalaman murad Andreas Tobing dan face crypto dari pada masuk akademi crypto rungkad cs 😭,,9
Arek Moal,2024-11-18,5,Penjelasan dari mentor kalimasada sangat detail dan gampang,,0
JOKO,2024-11-18,5,Akademi crypto sangat bagus pengajaran yg mudah di pahami Belajar Crypto dan Edukasi Crypto,,2
Sandi Sandi,2024-11-18,1,"Lebih suka AC yang dulu, prof sering aktif, sering live🙏",,9
Hildaa Yulianii,2024-11-18,5,"Aplikasi trading crypto yg sangat bagus, lengkap bagian berita , pembelajarannya jga sangat bagus pokonya rekomend bngttt,",,3
Lukman Hakim,2024-11-18,5,Mudah dan dapat dipelajari setalah belajar crypto pake aplikasi ini,,1
_Boy syaputra,2024-11-18,5,Ini app Edukasi crypto terbaik sih soalnya membantu banget dalam pembelajaran. Terima kasih.,,3
SATRIA EKA PRATAMA,2024-11-18,5,Ada live nya juga jadi gampang buat belajar crypto,,0
Kidzz,2024-11-18,5,Untuk pemula cocok banget ni join di akademi crypto,,0
Hikari Yuuu,2024-11-18,5,"Menurut saya, pembelajaran disini cukup lengkap dan dapat memberi wawasan lebih bagi yg ingin belajar crypto",,3
Wildan Altaf Fakhruddin,2024-11-18,5,"Buat yng ngasih bintang 1 berarti dia gk bisa gunain informasi yng ada didalamny, keknya indo msh blm siap buat apk ginian wkwk",,0
zikri Zikri,2024-11-18,1,Mungkin lebih cocok diganti namanya diganti dengan akademi sampah.,,10
Leli 123,2024-11-18,5,Aplikasi nya bagus mudah untuk di pahami Mudah juga buat pelajarin aplikasi crypto Pokonya aplikasi nya bagus,,3
Rizky Pratama Putra Pinter,2024-11-18,5,"Saya belajar disini dan mulai mengerti tentang crypto,,,,,mudah difahami oleh pemula yang mau belajar crypto",,1
daikin,2024-11-18,1,"Udah bayar mahal, call jarang banget, yang belum join mending cari kelas lain, disini sangat ditidak worthit, rata2 orang tu maunya calls, malah dikasih berita mlulu, spam boss, yang penting cuan, kasih calls yang banyak,",,49
MUHAMAD IBAL,2024-11-18,5,Apk nya sangat bagus cocok untuk kalian,,1
Jack pabulo,2024-11-18,5,pembelajaran di AC ini mudah dipahami bahkan untuk orang awam sekalipun app ini membatu orang yg ingin belajar tentang crypto jauh lebih mudah,,4
Kafka Ackerman,2024-11-18,5,Ilmu trading nya gampang dipahami klo belajar crypto diaplikasi ini,,0
Ka,2024-11-18,1,"Apalah aplikasi sampah mending di discord kemarin isinya cuma berita"" gajelas doang mana gaada diskusi sesama membernya lagi",,11
Nyai Oleng,2024-11-18,5,Cocok banget ini layanan puas buat tau banyak tentang belajar crypto yg benar. Makasih banyak . Kasih bintang 5,,4
fakhri bz,2024-11-18,5,sangat membantu sekali dan aplikasi sangat mudah dipahami,,1
f.fimxx_,2024-11-18,5,AC salah satu app terbaik buat yg mau belajar soal crypto rekomended,,0
Muh Hamka,2024-11-18,5,"Aplikasinya sangat bagus,dan membimbing kita dalam belajar di Cripto,mantap selalu akademi Cripto",,0
Reza,2024-11-18,5,Akademi crypto yang bagus dan terbaik,,1
Ahmad Alfariq,2024-11-18,5,"Bagus sekali, penjelasan detail dan mudah dipahami, sukses kedepannya akademi crypto",,4
Muhammad Zaki,2024-11-18,5,Mudah di pahami buat yang mau belajar crypto cocok bnget terus berkembang,,3
boy ricardo,2024-11-18,1,Ya ampun kalau cuma begini mah info di internet banyak gratis pulak,,16
alay yaaruu,2024-11-18,5,"gampang dipahami dan suksess teruss,berkembang terus Akademi crypto (cocok buat pemulaa)",,5
Brototo gaming,2024-11-18,5,Cocok banget buat gw yg mau cri referensi tentang krypto dan belajar crypto,,2
Adelia Sarifah,2024-11-18,5,Apps sangat bagus untuk yang baru mau mulai belajar crypto. Cocok disini,,4
Ilham Muzana,2024-11-18,1,"Sangat mengecewakan makin ke sini makin sampah aja ni AC, bisa di refund ga si ini? gua merasa sangat di rugikan sama ini akademi hati² yang mau masuk AC itu 100% scam bacot doang foundernya ga biasa di pegang omngannya banyak sekali janji² manis tapi ngga ada yg di jalanin. Gua dunia akhirat ngga ikhlas makan tu duit hasil nipu orang ngga akan berkah kalian gua doain cepet nemu ancurnya, jangan sampe kalian jadi korban selajutnya kemakan omongan timoti sama kalimasada.",,22
Iis Mardiana,2024-11-18,5,Sangat mengedukasi banget untuk saya yg mulai belajar crypto,,3
MR. ALFIN JR,2024-11-18,5,Bagus banget ni aplikasi akademi crypto dipandu langsung sama Timothy Ronald,,2
MAS,2024-11-18,1,Ketik 1 agar tidak diparani 1,,11
Dika Kesiangan,2024-11-18,5,Belajar crypto secara detail dan gampang👍,,1
tri handoko,2024-11-18,1,GK sesuai,,9
YAKUZA GAMING,2024-11-18,5,Belajar edukasi crypto ya disini tempat terbaiknya.,,1
Ahlu Sakan,2024-11-18,1,Mending kyk dulu aja dah di discord,,9
Andara,2024-11-18,5,aplikasi untuk yang mau belajar tentang kripto,,1
Muhammad Azzam,2024-11-18,5,Aplikasi cocok buat pemula yang mau belajar kripto,,2
Ayam Kampung,2024-11-18,5,aplikasinya sangat bagus 👍 AC nya bagus dan gampang ngerti,,3
Mao Makmur,2024-11-18,5,Belajar crypto jadi lebih mudah,,1
Acep Adi,2024-11-18,4,tolong di adakan notifikasi,,1
Putra Langit,2024-11-18,5,Aplikasi yanggg bagus buat yang mau belajar Crypto,,2
Ayanto Ayanto,2024-11-18,5,Akademi crypto ini keren sih yang pengen belajar/mendalami ilmu crypto ini.. sangat work .,,3
Cece Nuriman,2024-11-18,5,"Sangat membantu banget , ui sama fitur nya bagus dan mudah dipahami",,1
Raif SM,2024-11-18,5,aplikasinya bagus lengkap dan mudah dipahami juga bagi yg mau belajar,,4
Cece Nuriman,2024-11-18,5,"Aplikasinya sangat bagus, membantu banget buat upgrade market, pokonya debest 👌",,5
Rizal Ferdiansyah,2024-11-18,5,Aplikasinya bagus memudahkan kita untuk belajar crypto. Aplikasi simple dan tidak berat,,4
Whyu rmnhndrwn,2024-11-18,1,CL MANTA DI HAJAR DI TEMPAT,,10
Rasputin,2024-11-18,1,"Akademi contol, minusnya tombol refund.. Lebih guna michat daripada aplikasi ini",,15
Edies Chandra,2024-11-18,1,"Mending urusin dan tanggung jawab koin2 yang di call boncos 70% , daripada sibuk cari cuan lagi dari member , yang di highlight koin2 yang viral dong kaya manta , aevo , renzo dll itu lu urusin dulu bukan malah ngilang pea",,15
jambi export international,2024-11-18,1,"Materi yang diajarkan sangat dangkal dan tidak relevan dengan perkembangan terkini di dunia kripto. Banyak informasi yang salah dan menyesatkan.""",,72
Karman Sakman,2024-11-17,1,Sampah,,10
Ali Usman,2024-11-17,1,pandangan makro dengn bahasa sederhana ala ncek hilang 😭 saya kurang suka bahasa bertele2 ala kalimasada,,5
umam Mamss,2024-11-17,1,Alhamdulillah terimakasih,,10
Mohammad Faizal,2024-11-17,5,Istimewa,,1
M.A,2024-11-17,3,"Gw member AC dan gw fans banget sama Timothy dan Kalimasa, tapi kenapa pas login error Mulu, padahal sandi atau password gw bener😕😮‍💨",,2
Agung Pams,2024-11-17,1,tolong ditambahkan chats diskusi supaya bisa berdiskusi karena berdiskusi itu penting,,30
McTutor300,2024-11-17,2,"tolong ditingkatkan lagi Quality nya,kelas 17 juta masa cuma gitu appnya, tambahin Search,pojok trade, diskusi member juga dibuka dong, tambah juga dari insight market yang lain, sudah ada Bloomberg terminal,terus Live member juga tingkatin, testimoni member harusnya dari member sendiri bukan di wawancara",,14
Ronaldo Simamora,2024-11-17,1,akademi cocot eh gede,,12
Handika Prasetio,2024-11-17,1,"Hati Hati bro, ini scam atau penipuan, member di bungkam, discord di hapus, smua jejak busuk di hilangkan, hati2 aja kena batunya lo bedua",,73
Muhammad Anas Mubarok,2024-11-17,2,Aplikasi nya. Bagus. Tapi lebih baik refund yg beli kelasnya,,16
Syahrul Arifin,2024-11-17,1,AC =anti cutloss,,10
Nunung Risnawati,2024-11-17,5,Manta,,1
Robin Sianipar,2024-11-17,1,"Sudah saya ungkapkan,.......",,11
Cari Koin,2024-11-17,5,Ini terlalu bagus,,1
ijal afrizal,2024-11-17,1,Sia sia bangettr udh mahal2 malah di hilangin Act bitcoin dan act altcoin,,21
Vicky Gilang,2024-11-17,1,DUMP IT!!!,,12
Taufiq,2024-11-17,1,darksystem koin lu fomoin pasti turun,,13
gugum gumilar,2024-11-17,1,"Aplikasi sampah, bayar mahal mahal cuma jadi platform berita yang bisa dicari sendiri, emang dasarnya cuma mau jualan ngeraup duit sebanyak banyaknya dari membernya habis itu langsung gak jelas apa tujuannya, yg belum join jgn tertipu, sya sndiri mmber lifetimenya skrg gak ada guna ini aplikasi, TOLOL SAMPAH!!!",,669
Adam pramudya,2024-11-17,1,"Motivasi dari TR emang mantep banget, cuma sayang ini apk sangat kurang worth it, beritanya kurang di filter dan banyak yg kurang berguna, diskusi / komunikasi di discord ditutup & dibubarkan, yang biasanya sering aktif di discrod buat liat news atau call coin2 skrg udah ga lagi, jadi kurang memuaskan.",,185
teguh hartanto,2024-11-17,1,Masuk kelas 17jt tapi malah bikin banyak orang yg masuk rugi ratusan juta kelas rungkad,,22
Andri 1234,2024-11-16,5,All right,,2
Vayy DN,2024-11-16,1,"tulisan nya kenapa warna ungu? mau ngide kah, itu formula orang tolol namanya. ga nyaman mata gua baca artikel lu pake warna ungu segala. bagusan versi discord malah di hapus, ada live sesion juga di situ tapi dah mager keknya mau nge live, Bloomberg juga jarang update, keliatan males Milah berita. value 1M tapi banyak mirornya buat apa juga, malah jadi keliatan rugi gua buang duit puluhan juta",,20
lovito ngecit,2024-11-16,1,value nya ga seberapa,,14
BLACKVANZ HAOSEN,2024-11-16,1,"Giliran bullrun malah ngurusin aplikasi, lawak. Yang rutin buka di pc/laptop gimana? Mana ga ada notif pula, diskusi ditutup, discord kosong, ibaratkan orang mau pindahan rumah tapi masih tanah kosong, dan tidur di tanah kosong itu 😂. Janji janji ke member yg BAYAR puluhan juta mana? Terus di akuin kalau value yg didapatkan bisa bernilai ratusan juta. Semua hilang demi aplikasi dan giveaway lisa 😂",,46
kemal wes,2024-11-16,1,"aplikasi terbaik didunia dan akhirar, terimakasih ncek🥰🥰🥰🥰",,19
Ahmad Rizki Perdana,2024-11-16,1,Scam,,11
Kris Sabastian,2024-11-16,1,Air Conditioner lebih bermanfaat daripada AC satu ini,,27
sang pengelana,2024-11-16,1,Gimana cara makenya gak ada menu registrasi nya :(,,46
Suka Makan,2024-11-16,1,Maju trus manta,,8
Yyayya Gshahha,2024-11-16,5,"Semangat bro ngedukasinya . Disinilah tempat orang"" yang ga suka sama anda ingin menjatuhkan",,3
Mr. Mad,2024-11-16,5,Cuan cuan cuan,,1
Paris Aril,2024-11-16,1,"Masuk Maret, ikut call nya. Sampai sekarang Rungkat. Grup diskusi sudah di matikan di DC. Kelas 17 juta rasa sampah.",,20
21_125 Okky Krisna Ramadan,2024-11-16,1,Aplikasi tidak jelas,,15
Perisa Project,2024-11-16,1,"Saran saja, utk semua calls yg rungkad lebih baik dibahas di live dc, bukan malah menghilangkan jejak rungkadnya migrasi k apk. Member yg sudah bayar dikasih ksempatan bertanya. Namanya juga akademi masa dibungkam. Member pnya hak utk bertanya.",,23
Fraditya Adit,2024-11-16,1,Mbekk,,7
admin ayoseter,2024-11-16,1,"- Aplikasi gak guna. - Postingan lama gak bisa dibaca lagi, cuman ada sekitar 4 posting terbaru yang bisa dibaca (untuk need to know) - Cuman dikasih berita doang, orang awam mana tau cara analisa berita2 kripto dibuat apa. - Jarang update konten. Gak ada market update, pojok avs, alt act, buru2 lauching aps tp fungsinya mrosot tajam, saran aja klo aplikasi blm siap jangan dipake alasan versi beta Jujur gw bingung ini aplikasi dibuat apa",,21
VICRIWAN KOBANDAHA,2024-11-16,1,"99% rugi kalian klw beli kelas ini,",,22
Sukamto Budj,2024-11-16,1,Manta manta mantap,,12
prakerjaku7,2024-11-16,1,Jangan join ini apk yang ada rungkad,,28
2_ Ashlih Al Tsabat,2024-11-16,1,Worst pivot ever!!! Don't buy this,,15
GE Widyatama,2024-11-16,1,"Gak jelas.. baru tau ada komunitas bertajuk ""akademi"" tapi hanya satu arah. Ngaku ada dosennya pula, padahal di dalamnya wadah untuk saling bertukar pikiran aja gak ada. Harga dan kualitas yang disajikan sungguh memalukan, di Indonesia banyak komunitas crypto yang jauh lebih baik dari ini.",,300
Free Visitor,2024-11-16,1,Bull market beybihhhh,,11
Ahmad Tohari,2024-11-16,2,Discord mati Research di klik gambar hitam doang.. aiii dah,,17
Al Mujadidih,2024-11-16,1,"Ngomong nya low caps mau di share pdahal member sudah vot mau dengan baik mengatur money management nyatanya sampe sekarang ngg ada kelanjutan. Giliran yg potensi gains nya besar ngg di share cuma masuk sendiri di ACT dan FARTCOIN, serakah dan cuma mau menang sendiri🙈🙈🙈",,24
Isra Akbar Iskandar,2024-11-16,5,"Kesalahan ncek dan prof kaka yang terlalu over confidence dengan manta, qnt dll. Juga terlalu pede dengan altseason di april. Hanya sedikit kesalahan tapi sangat menurunkan kepercaan orang terhadap AC setelahnya. Jujur saya rindu dengan kejayaan AC di awal tahun kemarin. Tetapi skrg malah banyak negatif opini diluar sana tentang AC. Semoga ac bisa comeback lagi ke masa seperti awal tahun 2024",,4
Tai anjink b,2024-11-16,5,bagus banget,,2
MIXIM MAX,2024-11-16,1,Jangan ya yuys ya,,14
bang bang,2024-11-16,1,Sebagai member ac saya kecewa dengan keputusan sepihak yg migrasi dari dc ke apk ini,,25
Salman Alfarisy,2024-11-16,1,Akademi sCam,,17
FezNa Nana,2024-11-16,1,Apalah ini,,10
Rf Zqi,2024-11-16,2,"Dari segi fiture memang lebih nyaman tapi untuk value lebih bagus AC yang dulu penuh edukasi sering ada kuliah live dan banyak edukasi lainnya kembalikan AC yang dulu, yang fokus mengedukasi",,60
Kton Bukan Siapa-siapa,2024-11-16,1,plagiat,,11
kellyyy skyyy,2024-11-16,1,isinya berita sampah,,19
Yan Celeng,2024-11-16,1,Nge call invalid langsung delete Katanya 90% winrate,,16
Dimas,2024-11-16,1,Tidak sesuai dengan iklan,,28
Ogwen Oma,2024-11-16,1,scam bisnis produk tidak sesuai dan tidak ada refund,,24
Akun Contoh1,2024-11-16,1,"Info semakin sampah, lihat story prof buy coin fartcoin dan ACT yang naik 20x lebih ga di share, tapi coin2 yang naik 20% di share, soalnya dia main aman takut dihujat klo share coin2 besar kan gamungkin turun jauh",,18
Riki Ardian,2024-11-16,1,AC ampas,,14
Matthew Andersen,2024-11-16,1,"Percayalah, yang terlihat di media tidak sesuai dengan yang di harapkan, hahahahaha. Semoga AC bisa improve dalam segi calls dan transparansi.",,293
Rizal Nasution,2024-11-16,1,Sampah,,8
Jonnicho Januarta,2024-11-16,1,scam,,12
Monolog,2024-11-16,1,sampah dibungkus marketing,,22
zutomayo,2024-11-16,1,mau aja dibegoin kelas harga puluhan juta . materi hasil copas sana sini . yg katanya prof jg call entrian kaya orang baru belajar trading . kirain prof itu jago ato kek gimana 😂. kaya karena trading ✖️ kaya karena jualan kelas 😋,,27
X Boy Gaming,2024-11-16,1,Balikin duit orang woi,,16
Axdha Force,2024-11-16,1,Hati hati jangan tertipu. Membernya masih minus di Manta. Udah bayar malah minus.,,39
167_Bintang Ramadhan Yusuf Khadafi,2024-11-16,1,Scam alert,,18
Rio,2024-11-16,1,"Gw download cmn buat komentar, jangan kemakan Marketing titik. Maksudnya apa? Berpikir lebih kritis.",,41
Zero 20 In,2024-11-15,1,Hati2 scammer.. Penipuan,,17
Ferdian Vind,2024-11-15,1,Saya masuk market hasil call member premium january sampai maret 2024 cuan 50% dari total portofolio alt-c setelah itu april sampai sekarang malah minus 😵 udah pelajari modul sampai tamat yang diajarkan di modul sama ucapan di margin call youtube beda. Bukti jejak digital udah ketebar dimana mana cari aja sendiri,,114
Xyti Store,2024-11-15,1,"entry kita cuma dijadiin exit plan buat mereka, not recommended",,17
Balon Ku balon,2024-11-15,1,DC urusin tuh sampahhhhh,,24
Samsung Z4,2024-11-15,1,Maaf koq berubah,,20
Idrus Shahab,2024-11-15,4,"Saya bukan member AC, tpi Ini saya bisa ngasi rating cuma dengan download app nya trus dibuka tanpa perlu login, balik ke playstorenya lalu bebas ngasi rating mau jelek atau bagus, jdi ada kemungkinan yg ngasi rating dengan kata2 template itu buzzer. Entah isi informasinya bagus atau tidak tetapi video margin call saja sudah sangat informatif seharusnya isi app lebih dari itu",,33
Rizky Azhar,2024-11-15,1,"Tidak perlu dijelaskan, saya angkatan maret Terima kasih",,38
zrunner,2024-11-15,1,"Saya member AC merasa dirugikan banget dari pivot ini, ngk ad ruang diskusi dan selama ini kerugian gw udh gede banget, keseleruhan aset ikutin rekomendasi research profesor di AC biasa kami panggil Avs, setiap call yang -70%+ itu dihilangkan sedangkan yang profit trus dimentionin, gk ad tanggungjwbnya sama skli, gw pengen banget refund tpi gk ad jalannya, semoga playstore bsa jdi penengah",,42
coc evan,2024-11-15,1,Bayar 17 jt utk info gratisan yg bs diperoleh dimana aja. Academy ini scam. Tolong tangkap founder nya,,34
Maulana Jafar,2024-11-15,1,Apa elo tega bayar 17jt buat beli manta,,32
Amas Box,2024-11-15,1,"Aplikasi tidak sesuai yang diberikan,tolong diberikan fitur refund",,57
Iwan Nugraha,2024-11-15,1,Kagak bisa masuk aplikasi sampah,,51
Angga Setyawan,2024-11-15,1,Gak sesuai dengan tujuan awal,,29
AEW,2024-11-15,1,Perbaiki lagi,,18
Titit Pragos,2024-11-15,1,"Bayar 17jt cuma buat nyangkut dimanta gmt xnt xdc qnt, be careful sayangi uang kalian, ini aja kalo bisa dijual aing jual bang, bisa dm gmail ya nego2 kita🗿",,66
Koko Crakt,2024-11-15,1,"Join awal supaya bisa diskusi dengan teman sesama pelaku pasar crypto , sekarang malah jadi portal berita, mana udah bayar 12jt Tau bakal kayak gini mending unduh coinmarketcap aja",,36
soraya soraya,2024-11-15,1,"Rugi besar join ,jujur calls nya banyak ke sl , katanya win rate 100 % tapi ngga transparan ,udh jarang banget live khusus member dlu rajin sekarang jarang banget ,ngga ada tempat tanya diskusi ditutup, ini yg lucu apk nya ngga bisa setel notif nya aneh kaliii",,98
Ahmad Setiadi,2024-11-15,1,Bayar mahal mahal 17jt tapi disuruh beli coin coin ga jelas.. teruss sialnya lagi gak bisa nanya nanya kepada pihak AC..kan wajar aja namanya academy tempat belajar tapi ko akses belajarnya kayak dibatasin😭 ...,,149
Beruang Laut,2024-11-15,1,"call nya sampah.. saya rugi banyak, mereka cuma cari exit liquidity",,38
Pe Jah,2024-11-15,5,Semoga bisa memajukan crypto Indonesia,,3
jookertu,2024-11-15,1,Kembalikan discord!!,,33
Qori Ah,2024-11-15,1,Aplikasi scam,,14
Fakhrul Aldy Nugroho,2024-11-15,3,Mines ga ada diskusi di sebuah akademi,,5
faisal -,2024-11-15,1,"bapuk bgt aplikasinya, perusahaan yang katanya banyak duit bikin aplikasi kayak bikinan anak magang!!!!!!",,46
Widya Wulandari,2024-11-15,1,"Not Recommend, apk jelek",,29
Sentra Rebana Jepara,2024-11-15,1,"Report, mau diajak by1 sama Rama",,23
m iqbal,2024-11-15,2,"Gw perna inget kata2 timot "" kita di AC ini keluarga"" Keluarga macam apa yang protes dikit ditimeout dibanned, keluarga macam apa yang diskusi aja ga bisa cmn bs 1 arah karena grup diskusi mati, keluarga macam apa yang hrs bayar 17 jt perbulan. Discord tanpa grup diskusi aja udah parah apalagi apk isi berita doang",,18
Akmal Fauzi,2024-11-15,1,SCAMER BERKEDOK AC LAWACK,,21
Saddam Pradana,2024-11-15,1,kalo BTC dan eth yg diutamakan lalu untuk apa join kelas ini?,,31
Nova Adi,2024-11-15,1,Bayar belasan juta cuma buat minus puluhan persen. Parah gk ikhlas gua asli. Chat komunitas diapus jadi gk bisa sharing. Edukasi lah comunity lah. Kolom chat aja di ban 🤣,,47
Nacht,2024-11-15,1,"academi tolol udh beli lifetime baru jalan 1 tahun udah di ilangin, balikin duit gw",,66
Yusril Maarief,2024-11-15,1,hati² scam 🚨🚨🚨,,19
RAMADANI DWI SAPUTRA,2024-11-15,1,mending suli,,26
Andy Cheklizt,2024-11-15,1,busuk...asli scam,,33
Habib Nur,2024-11-15,1,Dungu,,19
Abdul Qadir (Abdul),2024-11-15,5,"Bagus, pertimbangkan lagi untuk membuka ulasan secara private agar member real yang menilai bukan pihak luar terimakasih",,3
Haerul Utama,2024-11-15,5,Sangat memudahkan,,2
